Timestamp(ms),X(m/s^2),Y(m/s^2),Z(m/s^2)
[2024-08-14 10:40:09.897] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.898] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.898] 0.67, 0.39, -9.41
[2024-08-14 10:40:09.898] 0.75, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.908] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.908] 0.67, 0.39, -9.45
[2024-08-14 10:40:09.908] 0.71, 0.43, -9.41
[2024-08-14 10:40:09.908] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.916] 0.71, 0.43, -9.41
[2024-08-14 10:40:09.916] 0.63, 0.47, -9.41
[2024-08-14 10:40:09.916] 0.67, 0.47, -9.45
[2024-08-14 10:40:09.916] 0.71, 0.43, -9.38
[2024-08-14 10:40:09.916] 0.67, 0.47, -9.45
[2024-08-14 10:40:09.916] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.916] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.916] 0.71, 0.47, -9.45
[2024-08-14 10:40:09.916] 0.71, 0.47, -9.45
[2024-08-14 10:40:09.916] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.936] 0.75, 0.43, -9.45
[2024-08-14 10:40:09.936] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.936] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.936] 0.63, 0.43, -9.45
[2024-08-14 10:40:09.936] 0.63, 0.47, -9.41
[2024-08-14 10:40:09.936] 0.67, 0.39, -9.41
[2024-08-14 10:40:09.936] 0.67, 0.47, -9.45
[2024-08-14 10:40:09.936] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.936] 0.67, 0.39, -9.41
[2024-08-14 10:40:09.936] 0.63, 0.43, -9.49
[2024-08-14 10:40:09.936] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.937] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.937] 0.63, 0.47, -9.49
[2024-08-14 10:40:09.937] 0.67, 0.39, -9.41
[2024-08-14 10:40:09.937] 0.67, 0.39, -9.45
[2024-08-14 10:40:09.937] 0.67, 0.47, -9.49
[2024-08-14 10:40:09.937] 0.75, 0.39, -9.49
[2024-08-14 10:40:09.939] 0.75, 0.39, -9.49
[2024-08-14 10:40:09.939] 0.71, 0.43, -9.41
[2024-08-14 10:40:09.939] 0.75, 0.43, -9.49
[2024-08-14 10:40:09.939] 0.71, 0.43, -9.49
[2024-08-14 10:40:09.939] 0.67, 0.47, -9.41
[2024-08-14 10:40:09.960] 0.71, 0.39, -9.41
[2024-08-14 10:40:09.960] 0.71, 0.47, -9.49
[2024-08-14 10:40:09.960] 0.67, 0.39, -9.49
[2024-08-14 10:40:09.960] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.960] 0.71, 0.43, -9.49
[2024-08-14 10:40:09.960] 0.71, 0.43, -9.53
[2024-08-14 10:40:09.960] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.960] 0.63, 0.43, -9.45
[2024-08-14 10:40:09.960] 0.67, 0.39, -9.45
[2024-08-14 10:40:09.960] 0.71, 0.39, -9.41
[2024-08-14 10:40:09.960] 0.71, 0.39, -9.49
[2024-08-14 10:40:09.962] 0.67, 0.47, -9.41
[2024-08-14 10:40:09.962] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.962] 0.75, 0.47, -9.49
[2024-08-14 10:40:09.962] 0.75, 0.43, -9.45
[2024-08-14 10:40:09.962] 0.71, 0.43, -9.41
[2024-08-14 10:40:09.962] 0.75, 0.47, -9.45
[2024-08-14 10:40:09.962] 0.71, 0.43, -9.49
[2024-08-14 10:40:09.962] 0.67, 0.43, -9.49
[2024-08-14 10:40:09.962] 0.71, 0.43, -9.41
[2024-08-14 10:40:09.962] 0.71, 0.39, -9.49
[2024-08-14 10:40:09.962] 0.63, 0.51, -9.45
[2024-08-14 10:40:09.973] 0.67, 0.47, -9.41
[2024-08-14 10:40:09.973] 0.63, 0.43, -9.45
[2024-08-14 10:40:09.973] 0.71, 0.39, -9.49
[2024-08-14 10:40:09.973] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.973] 0.71, 0.39, -9.41
[2024-08-14 10:40:09.973] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.973] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.973] 0.71, 0.47, -9.45
[2024-08-14 10:40:09.973] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.973] 0.67, 0.47, -9.45
[2024-08-14 10:40:09.973] 0.71, 0.43, -9.49
[2024-08-14 10:40:09.975] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.975] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.975] 0.67, 0.47, -9.45
[2024-08-14 10:40:09.975] 0.63, 0.47, -9.41
[2024-08-14 10:40:09.975] 0.71, 0.43, -9.41
[2024-08-14 10:40:09.975] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.975] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.975] 0.67, 0.43, -9.49
[2024-08-14 10:40:09.975] 0.67, 0.47, -9.45
[2024-08-14 10:40:09.975] 0.75, 0.39, -9.45
[2024-08-14 10:40:09.975] 0.71, 0.39, -9.49
[2024-08-14 10:40:09.991] 0.71, 0.43, -9.45
[2024-08-14 10:40:09.991] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.991] 0.63, 0.47, -9.45
[2024-08-14 10:40:09.991] 0.63, 0.39, -9.41
[2024-08-14 10:40:09.991] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.991] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.991] 0.67, 0.39, -9.41
[2024-08-14 10:40:09.991] 0.71, 0.43, -9.38
[2024-08-14 10:40:09.991] 0.67, 0.47, -9.38
[2024-08-14 10:40:09.991] 0.67, 0.39, -9.45
[2024-08-14 10:40:09.991] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.992] 0.75, 0.43, -9.41
[2024-08-14 10:40:09.992] 0.67, 0.39, -9.45
[2024-08-14 10:40:09.992] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.992] 0.67, 0.39, -9.45
[2024-08-14 10:40:09.992] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.992] 0.71, 0.39, -9.49
[2024-08-14 10:40:09.992] 0.67, 0.43, -9.41
[2024-08-14 10:40:09.992] 0.71, 0.39, -9.45
[2024-08-14 10:40:09.992] 0.67, 0.43, -9.45
[2024-08-14 10:40:09.992] 0.71, 0.35, -9.45
[2024-08-14 10:40:09.992] 0.67, 0.43, -9.41
[2024-08-14 10:40:10.007] 0.63, 0.43, -9.41
[2024-08-14 10:40:10.007] 0.67, 0.43, -9.49
[2024-08-14 10:40:10.007] 0.63, 0.43, -9.45
[2024-08-14 10:40:10.007] 0.67, 0.43, -9.41
[2024-08-14 10:40:10.007] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.007] 0.71, 0.51, -9.41
[2024-08-14 10:40:10.007] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.007] 0.67, 0.39, -9.45
[2024-08-14 10:40:10.007] 0.75, 0.47, -9.45
[2024-08-14 10:40:10.007] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.007] 0.67, 0.43, -9.41
[2024-08-14 10:40:10.008] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.009] 0.67, 0.43, -9.49
[2024-08-14 10:40:10.009] 0.67, 0.43, -9.53
[2024-08-14 10:40:10.009] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.009] 0.67, 0.47, -9.41
[2024-08-14 10:40:10.009] 0.71, 0.43, -9.49
[2024-08-14 10:40:10.009] 0.67, 0.39, -9.45
[2024-08-14 10:40:10.009] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.009] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.009] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.009] 0.67, 0.39, -9.45
[2024-08-14 10:40:10.020] 0.71, 0.47, -9.45
[2024-08-14 10:40:10.020] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.020] 0.67, 0.47, -9.41
[2024-08-14 10:40:10.020] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.020] 0.75, 0.47, -9.49
[2024-08-14 10:40:10.020] 0.71, 0.39, -9.41
[2024-08-14 10:40:10.020] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.020] 0.75, 0.47, -9.41
[2024-08-14 10:40:10.021] 0.71, 0.39, -9.45
[2024-08-14 10:40:10.021] 0.63, 0.43, -9.38
[2024-08-14 10:40:10.021] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.022] 0.63, 0.39, -9.49
[2024-08-14 10:40:10.022] 0.67, 0.43, -9.41
[2024-08-14 10:40:10.022] 0.75, 0.39, -9.41
[2024-08-14 10:40:10.022] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.022] 0.63, 0.39, -9.41
[2024-08-14 10:40:10.022] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.022] 0.71, 0.43, -9.49
[2024-08-14 10:40:10.022] 0.75, 0.35, -9.41
[2024-08-14 10:40:10.022] 0.67, 0.47, -9.45
[2024-08-14 10:40:10.022] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.022] 0.67, 0.51, -9.45
[2024-08-14 10:40:10.036] 0.71, 0.43, -9.41
[2024-08-14 10:40:10.036] 0.71, 0.39, -9.45
[2024-08-14 10:40:10.036] 0.75, 0.43, -9.38
[2024-08-14 10:40:10.036] 0.67, 0.39, -9.49
[2024-08-14 10:40:10.036] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.036] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.036] 0.63, 0.43, -9.49
[2024-08-14 10:40:10.036] 0.71, 0.47, -9.41
[2024-08-14 10:40:10.036] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.036] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.036] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.037] 0.71, 0.47, -9.45
[2024-08-14 10:40:10.037] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.037] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.037] 0.67, 0.39, -9.38
[2024-08-14 10:40:10.037] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.037] 0.67, 0.43, -9.49
[2024-08-14 10:40:10.037] 0.63, 0.43, -9.45
[2024-08-14 10:40:10.037] 0.71, 0.47, -9.41
[2024-08-14 10:40:10.037] 0.71, 0.51, -9.49
[2024-08-14 10:40:10.037] 0.75, 0.43, -9.45
[2024-08-14 10:40:10.037] 0.71, 0.43, -9.38
[2024-08-14 10:40:10.055] 0.67, 0.43, -9.41
[2024-08-14 10:40:10.055] 0.71, 0.43, -9.49
[2024-08-14 10:40:10.055] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.055] 0.67, 0.39, -9.45
[2024-08-14 10:40:10.055] 0.71, 0.47, -9.41
[2024-08-14 10:40:10.055] 0.67, 0.39, -9.41
[2024-08-14 10:40:10.055] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.055] 0.71, 0.39, -9.45
[2024-08-14 10:40:10.055] 0.63, 0.39, -9.45
[2024-08-14 10:40:10.055] 0.71, 0.47, -9.41
[2024-08-14 10:40:10.055] 0.71, 0.47, -9.45
[2024-08-14 10:40:10.063] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.063] 0.67, 0.43, -9.45
[2024-08-14 10:40:10.063] 0.71, 0.39, -9.45
[2024-08-14 10:40:10.063] 0.71, 0.39, -9.41
[2024-08-14 10:40:10.063] 0.67, 0.47, -9.41
[2024-08-14 10:40:10.063] 0.71, 0.43, -9.45
[2024-08-14 10:40:10.063] 0.71, 0.43, -9.49
[2024-08-14 10:40:10.063] 0.71, 0.43, -9.45
